code_type,code,lat,lon
IATA,ACZ,31.09830093383789,61.54389953613281
IATA,ADA,36.9822006226,35.280399322499996
IATA,ADB,38.2924003601,27.156999588
IATA,ADD,8.97789001465,38.799301147499996
IATA,ADE,12.829500198364258,45.02880096435547
IATA,ADF,37.7313995361,38.4688987732
IATA,ADH,58.60279846191406,125.40899658203125
IATA,ADI,-22.462200164794922,14.979999542236328
IATA,ADJ,31.972700119018555,35.991600036621094
IATA,ADK,51.87799835205078,-176.64599609375
IATA,ADL,-34.945,138.531006
IATA,ADM,34.30301,-97.0196342
IATA,ADP,7.33776,81.62594
IATA,ADQ,57.75,-152.4940033
IATA,ADS,32.9686012268,-96.8364028931
IATA,ADT,34.804298,-96.671303
IATA,ADU,38.3256988525,48.4244003296
IATA,ADW,38.810799,-76.866997
IATA,ADX,56.37289810180664,-2.8684399127960205
IATA,ADY,-22.6790008545,29.0555000305
IATA,ADZ,12.5836,-81.7112
IATA,AEA,0.49083301424980164,173.82899475097656
IATA,AEB,23.7206001282,106.959999084
IATA,AEG,1.4001,99.430496
IATA,AEH,13.847000122070312,20.84429931640625
IATA,AEI,36.12888,-5.441118
IATA,AEO,16.711299896240234,-9.637880325317383
IATA,AEP,-34.5592,-58.4156
IATA,AER,43.449902,39.9566
IATA,AES,62.5625,6.119699954986572
IATA,AET,66.5518035889,-152.621994019
IATA,AEU,25.8757,55.033001
IATA,AEX,31.32740020751953,-92.54979705810547
IATA,AEY,65.66000366210938,-18.07270050048828
IATA,AFA,-34.588299,-68.4039
IATA,AFL,-9.8663892746,-56.1049995422
IATA,AFS,41.61389923095703,64.23320007324219
IATA,AFT,-9.19138888889,160.948611111
IATA,AFW,32.9875984192,-97.31880187990001
IATA,AFY,38.726398468,30.6011009216
IATA,AFZ,36.16809844970703,57.59519958496094
IATA,AGA,30.325000762939453,-9.413069725036621
IATA,AGB,48.425278,10.931667
IATA,AGC,40.354400634765625,-79.9301986694336
IATA,AGE,53.782779693603516,7.913888931274414
IATA,AGF,44.17470169067383,0.5905560255050659
IATA,AGH,56.29610061645508,12.847100257873535
IATA,AGI,5.841128,-56.673328
